source,point_index,surface,x_physical_mean,y_physical_mean,y_physical_std,mean_d_score_d_x_normalized,mean_d_score_d_y_normalized,mean_sensitivity_normalized_l2,std_sensitivity_normalized_l2,mean_d_score_d_x_physical,mean_d_score_d_y_physical,norm_of_mean_physical_gradient_l2,mean_sensitivity_physical_l2,std_sensitivity_physical_l2,mean_critic_score,std_critic_score
real,52,lower,0.011260000988841057,-0.010199598968029022,0.0010300937574356794,-0.0625741109251976,-0.004034749232232571,0.06314337998628616,0.00998645182698965,-0.0625741109251976,-0.013834928162395954,0.06408529728651047,0.06830688565969467,0.004016285762190819,-0.0722363144159317,0.032633960247039795
real,53,lower,0.021386798471212387,-0.013698999769985676,0.0025194964837282896,-0.07345855236053467,-0.008461657911539078,0.07422231137752533,0.010842283256351948,-0.07345855236053467,-0.029014548286795616,0.07898102700710297,0.08152689784765244,0.010620484128594398,-0.0722363144159317,0.032633960247039795
real,54,lower,0.03312600031495094,-0.01623840071260929,0.0038404257502406836,-0.08080160617828369,-0.0030704359523952007,0.08095555007457733,0.015172664076089859,-0.08080160617828369,-0.010528353042900562,0.08148463070392609,0.08257769048213959,0.016262592747807503,-0.0722363144159317,0.032633960247039795
real,55,lower,0.04596560075879097,-0.018267199397087097,0.005014555063098669,-0.0861297994852066,-8.951020572567359e-05,0.08638090640306473,0.013390455394983292,-0.0861297994852066,-0.0003069259109906852,0.08613034337759018,0.08901707828044891,0.012552524916827679,-0.0722363144159317,0.032633960247039795
real,56,lower,0.05967260152101517,-0.019870199263095856,0.006313621532171965,-0.08450541645288467,0.005782261956483126,0.08508165925741196,0.014272323809564114,-0.08450541645288467,0.01982705108821392,0.086800217628479,0.09067944437265396,0.00881174299865961,-0.0722363144159317,0.032633960247039795
real,57,lower,0.07414619624614716,-0.021142199635505676,0.0075435759499669075,-0.08331102132797241,0.006418326403945684,0.0838196873664856,0.010716073215007782,-0.08331102132797241,0.022008080035448074,0.08616891503334045,0.0887548178434372,0.004611733369529247,-0.0722363144159317,0.032633960247039795
real,58,lower,0.08928900212049484,-0.022180600091814995,0.008660940453410149,-0.08632341772317886,0.0032759620808064938,0.08652378618717194,0.014000766910612583,-0.08632341772317886,0.011233089491724968,0.08705122023820877,0.08860263973474503,0.012185150757431984,-0.0722363144159317,0.032633960247039795
real,59,lower,0.10504619777202606,-0.022941401228308678,0.00962834432721138,-0.08282184600830078,0.0036030716728419065,0.08304961025714874,0.016781162470579147,-0.08282184600830078,0.012354731559753418,0.08373826742172241,0.08539889752864838,0.014650174416601658,-0.0722363144159317,0.032633960247039795
real,60,lower,0.1213625892996788,-0.023386001586914062,0.010418692603707314,-0.08015748113393784,0.003002497833222151,0.08043839037418365,0.012721464969217777,-0.08015748113393784,0.010295395739376545,0.08081594854593277,0.08338002860546112,0.011844662949442863,-0.0722363144159317,0.032633960247039795
real,61,lower,0.13818079233169556,-0.023766400292515755,0.01122263353317976,-0.08024339377880096,-0.007689185440540314,0.0808410793542862,0.013781319372355938,-0.08024339377880096,-0.02636578306555748,0.0844639390707016,0.08672083914279938,0.015514340251684189,-0.0722363144159317,0.032633960247039795
